# t x0 y0 vx0 vy0 x1 y1 vx1 vy1 x2 y2 vx2 vy2 E Px Py r_probe_earth altitude_probe perigee dt_used a_probe P_drag
44000 32030.9450494241 1248.47271504863 1.45430749143836 0.0850856189777883 382144616.576138 44866527.7154175 -118.201945355279 1015.08448471583 311213189.528437 52547524.143666 -133.416309685244 1182.86445001094 -3.77441165071145e+28 34081447133.1142 7.50934940000001e+25 315586477.12503 309208377.12503 307780900 16 0.00308590684763709 0
44160 32264.0553995042 1262.13592355529 1.45957184104633 0.0857048603133621 382125670.034898 45028937.2089841 -118.629816605586 1015.0341545546 311191804.670884 52736772.5876064 -133.89439699803 1182.74102794692 -3.77441165071145e+28 36110629388.8536 7.50934940000001e+25 315596726.501779 309218626.501779 307780900 16 0.00308611300066584 0
44320 32498.0080246085 1275.89838969251 1.46483592908405 0.0863263393416168 382106655.035958 45191338.635175 -119.057666596213 1014.98364252013 311170343.325478 52926001.2497995 -134.372407806021 1182.61717820422 -3.77441165071145e+28 34252230531.1494 7.50934940000001e+25 315607010.920717 309228910.920717 307780900 16 0.00308631956763077 0
44480 32732.8028828103 1289.76047148243 1.47009975460782 0.0869500559538606 382087571.582725 45353731.9648911 -119.485495250458 1014.93294862125 311148805.504481 53115210.0618335 -134.850341839727 1182.4929009944 -3.77441165071145e+28 33153049853.8566 7.50934940000001e+25 315617330.359164 309239230.359164 307780900 16 0.00308652654540375 0
44640 32968.4399320319 1303.72252692974 1.47536331667399 0.0875760100410098 382068419.67862 45516117.1690348 -119.913302491624 1014.88207286682 311127191.220198 53304398.9553308 -135.328198829746 1182.3681965296 -3.77441165071145e+28 33967327173.1498 7.50934940000001e+25 315627684.794372 309249584.794372 307780900 16 0.00308673393085356 0
44800 33204.9191300446 1317.78491402171 1.48062661433895 0.0882042014935894 382049199.327074 45678494.21851 -120.341088243017 1014.83101526573 311105500.484979 53493567.8619474 -135.805978506774 1182.24306502258 -3.77441165071145e+28 33519567820.253 7.50934940000001e+25 315638074.203526 309259974.203526 307780900 16 0.00308694172084596 0
44960 33442.2404344686 1331.94799072799 1.48588964665913 0.0888346302017326 382029910.531532 45840863.0842219 -120.768852427947 1014.77977582693 311083733.311214 53682716.7133738 -136.283680601594 1182.11750668668 -3.77441165071145e+28 33938648205.3476 7.50934940000001e+25 315648498.563743 309270398.563743 307780900 16 0.00308714991224374 0
45120 33680.4038027734 1346.21211500068 1.49115241269102 0.0894672960551811 382010553.295451 46003223.7370771 -121.196594969729 1014.72835455937 311061889.711338 53871845.4413344 -136.761304845087 1181.99152173587 -3.77441165071145e+28 32905426845.2999 7.50934940000001e+25 315658957.852074 309280857.852074 307780900 16 0.00308735850190679 0
45280 33919.4091922774 1360.57764477417 1.49641491149115 0.0901021989432853 381991127.6223 46165576.1479838 -121.624315791677 1014.67675147204 311039969.69783 54060953.9775879 -137.238850968224 1181.8651103847 -3.77441165071145e+28 35759612948.5713 7.50934940000001e+25 315669452.045499 309291352.045499 307780900 16 0.00308756748669219 0
45440 34159.256560148 1375.04493796512 1.50167714211607 0.0907393387550036 381971633.51556 46327920.2878516 -122.052014817115 1014.62496657396 311017973.283209 54250042.2539276 -137.716318702074 1181.73827284832 -3.77441165071145e+28 36950446886.3079 7.50934940000001e+25 315679981.120934 309301881.120934 307780900 16 0.00308777686345426 0
